timestamp,level,message
16:36:43,info,Cámara iniciada
16:36:49,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:36:50,warning,⚠ Predominan líneas horizontales. Posible desalineación en eje Y.
16:36:50,warning,⚠ Predominan líneas horizontales. Posible desalineación en eje Y.
16:36:51,warning,⚠ Predominan líneas verticales. Posible desalineación en eje X.
16:36:51,warning,⚠ Predominan líneas verticales. Posible desalineación en eje X.
16:36:52,warning,⚠ Predominan líneas horizontales. Posible desalineación en eje Y.
16:36:52,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:36:53,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:36:55,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:36:55,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:36:56,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:36:56,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:36:57,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:36:57,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:36:59,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:36:59,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:00,warning,⚠ Predominan líneas verticales. Posible desalineación en eje X.
16:37:00,warning,⚠ Predominan líneas horizontales. Posible desalineación en eje Y.
16:37:01,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:02,warning,⚠ Predominan líneas horizontales. Posible desalineación en eje Y.
16:37:02,warning,⚠ Predominan líneas horizontales. Posible desalineación en eje Y.
16:37:03,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:03,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:04,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:04,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:05,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:06,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:06,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:06,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:07,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:07,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:08,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:08,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:09,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:09,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:09,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:10,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:10,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:11,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:11,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:12,warning,⚠ Predominan líneas horizontales. Posible desalineación en eje Y.
16:37:12,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:13,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:13,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:14,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:14,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:14,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:15,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:15,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:16,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:16,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:17,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:17,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:18,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:18,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:19,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:19,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:19,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:20,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:20,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:21,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:21,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:22,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:22,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:22,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:23,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:23,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:24,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:25,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:25,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:25,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:26,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:26,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:27,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:27,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
16:37:28,warning,⚠ No se detectan trazos. Posible falta de extrusión o cama fría.
